"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"2505","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2008,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2506","5.0","5","4","5",NA,"5","5",NA,"5",Mar 2008,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2507","4.0","4","5","4",NA,"5","5",NA,"4",Feb 2008,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2508","4.0","5","5","5",NA,"4","5","5","5",Feb 2008,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2509","4.0","5","5","5",NA,"5","5","5","5",Dec 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2510","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2511","5.0","5","5","5",NA,"5","5","5","5",Dec 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2512","4.0","5","4","4",NA,"5","4",NA,"5",Dec 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2513","5.0","5","5","5",NA,"5","4","4","5",Dec 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2514","4.0","4","4","5",NA,"4","5",NA,"4",Nov 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2515","2.0","4","3","2",NA,"3","4",NA,"1",Nov 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2516","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2517","4.0","4","4","4",NA,"4","4",NA,"4",Nov 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2518","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2519","4.0","5","5","3",NA,"5","4","5","5",Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2520","2.0","2","5","4",NA,"5","5","3","2",Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2521","5.0","5","5","4",NA,"4","5",NA,"5",Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2522","5.0","5","5","5",NA,"5","5","5","5",Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2523","5.0","5","5","3",NA,"5","5","5","5",Oct 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2524","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2525","5.0","4","4","3",NA,"4","5","4","4",Sep 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2526","5.0","5","5","5",NA,"5","5",NA,"5",Sep 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2527","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2528","5.0","5","5","4",NA,"5","5","5","5",Sep 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2529","5.0","5","5","5",NA,"5","5","4","5",Aug 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2530","5.0","5","5","4",NA,"4","4","5","5",Aug 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2531","5.0","5","4","5",NA,"4","4","5","5",Aug 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2532","5.0","5","5","5",NA,"5","4","5","5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2533","4.0","5","5","3",NA,"5","4",NA,"5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2534","4.0","4","4","3",NA,"4","5","4","5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2535","5.0","5","5","5",NA,"5","5","4","5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2536","4.0","3","5","4",NA,"5","5",NA,"5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2537","5.0","4","5","4",NA,"5","5",NA,NA,Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2538","5.0","4","5","4",NA,"5","5",NA,"5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2539","5.0","5","5","4",NA,"5","5","5","5",Jul 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2540","4.0","5","4","4",NA,"4","4","4","4",May 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2541","4.0","4","4","4",NA,"3","5","4","4",May 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2542","5.0","5","5","4",NA,"5","4",NA,"4",May 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2543","4.0","4","5","4",NA,"4","5",NA,"5",May 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2544","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2545","4.0","4","5","4",NA,"4","5","4","4",Apr 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2546","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2547","4.0","5","4","4",NA,"3","4","3","5",Apr 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2548","5.0","5","5","5",NA,"5","5","5","5",Mar 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2549","4.0","5","4","4",NA,"4","4","5","5",Mar 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2550","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2551","5.0","5","5","4",NA,"4","5",NA,"5",Mar 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2552","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2553","5.0","5","5","5",NA,"5","5","5","5",Jan 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2554","4.0","4","5","4",NA,"5","5",NA,"4",Jan 2007,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2555","5.0","4","5","5",NA,"5","5","5","4",Dec 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2556","5.0","5","4","4",NA,"4","4","5","5",Dec 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2557","4.0","5","5","4",NA,"5","5","5","5",Dec 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2558","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2559","3.0","3","2","4",NA,"3","5","5","4",Nov 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2560","1.0","1","3","1",NA,"3","3","3","1",Nov 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2561","5.0","5","5","5",NA,"5","5","5","5",Oct 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2562","5.0","5","5","5",NA,"5","5","5","5",Oct 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2563","2.0","1","1","1",NA,"4","4","2","3",Oct 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2564","2.0",NA,"4","2",NA,"1","5",NA,"4",Oct 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2565","5.0","5","5","5",NA,"5","5","3","5",Sep 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2566","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2567","5.0","5","5","5",NA,"5","5",NA,"5",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2568","4.0","4","4","4",NA,"4","4","4","4",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2569","5.0","4","4","4",NA,"4","4",NA,"3",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2570","5.0","5","5","4",NA,"5","5",NA,"5",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2571","4.0",NA,"5",NA,NA,"5","4","5","4",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2572","4.0","5","5","4",NA,"4","5","5","5",Aug 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2573","4.0","5","5","5",NA,"4",NA,NA,NA,Jul 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2574","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2575","5.0","5","5","5",NA,"5",NA,NA,NA,Jul 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2576","5.0","3","5","4",NA,"5",NA,NA,NA,Jun 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2577","2.0","2","1","2",NA,"2",NA,NA,NA,May 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2578","5.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2579","5.0","5","5","5",NA,"5",NA,NA,NA,May 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2580","5.0","5","4","4",NA,"5",NA,NA,NA,May 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2581","5.0","5","5","3",NA,"5",NA,NA,NA,May 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2582","5.0","5","5","5",NA,"5",NA,NA,NA,Apr 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2583","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2584","5.0","5","4","4",NA,"4",NA,NA,NA,Mar 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2585","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2586","4.0","4","4","3",NA,"4",NA,NA,NA,Feb 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2587","5.0","5","5","5",NA,"5",NA,NA,NA,Jan 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2588","4.0","4","4","4",NA,"4",NA,NA,NA,Jan 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2589","3.0","4","4","1",NA,"4",NA,NA,NA,Jan 2006,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2590","5.0","5","5","4",NA,"5",NA,NA,NA,Dec 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2591","5.0","4","5","4",NA,"5",NA,NA,NA,Dec 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2592","5.0","5","5","5",NA,"5",NA,NA,NA,Dec 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2593","5.0","5","5","5",NA,"5",NA,NA,NA,Nov 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2594","5.0","5","5","4",NA,"5",NA,NA,NA,Nov 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2595","5.0","4","5","4",NA,"5",NA,NA,NA,Nov 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2596","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2597","5.0","5","5","5",NA,"4",NA,NA,NA,Oct 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2598","5.0","5","5","4",NA,"5",NA,NA,NA,Oct 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2599","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2600","4.0","3","4","3",NA,"4",NA,NA,NA,Sep 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2601","2.0","1","2","2",NA,"2",NA,NA,NA,Aug 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2602","5.0","5","5","4",NA,"5",NA,NA,NA,Aug 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2603","4.0","4","4","2",NA,"4",NA,NA,NA,Aug 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2604","5.0","5","5","4",NA,"5",NA,NA,NA,Jul 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2605","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2606","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2607","4.0","5","4","4",NA,"5",NA,NA,NA,Jul 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2608","4.0","5","5","5",NA,"5",NA,NA,NA,Jun 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2609","4.0","4","5","4",NA,"5",NA,NA,NA,Jun 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2610","5.0","5","5","3",NA,"4",NA,NA,NA,Jun 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2611","4.0","4","5","4",NA,"5",NA,NA,NA,May 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2612","5.0","4","5","4",NA,"5",NA,NA,NA,Apr 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2613","4.0","4","5","5",NA,"4",NA,NA,NA,Apr 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2614","3.0","3","4","3",NA,"3",NA,NA,NA,Mar 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2615","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2616","5.0","5","5","5",NA,"5",NA,NA,NA,Jan 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2617","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Jan 2005,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2618","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2619","4.0","3","4","4",NA,"4",NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2620","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2621","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2622","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2623","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Dec 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2624","5.0","5","5","4",NA,"5",NA,NA,NA,Nov 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2625","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2626","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2627","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2004,"Hotel Monaco Chicago - a Kimpton Hotel","$212 - $472*","60601"
"2628","5.0","5","4","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2629","4.0","5","5","5","5","4","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2630","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2631","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2632","3.0","4","5","4","4","3","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2633","3.0","3","3","3","3","4","4",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2634","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2635","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2636","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2637","5.0","4","5","3","5","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2638","4.0","5","5","4","4","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2639","5.0","5","5","4",NA,"4","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2640","4.0","3","5","4","5","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2641","4.0","5","4","4","3","3","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2642","4.0","4","4","3","4","4","4",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2643","4.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2644","4.0","4","5","4","5","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2645","5.0","5","5","4","3","4","4",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2646","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2647","4.0","5","5","4","4","4","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2648","5.0","5","5","5",NA,"5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2649","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2650","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2651","4.0","4","4","5","4","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2652","3.0","3","4","3",NA,"3","4",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2653","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2654","4.0","4","5","5","5","4","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2655","5.0","5","5","4","4","4","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2656","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2657","4.0","4","4","4","4","4","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2658","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2659","4.0","5","4","3","4","4","4",NA,NA,Jan 2012,"Omni Chicago Hotel","$186 - $404*","60611"
"2660","4.0","5","4","4","4","4","5",NA,NA,Dec 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2661","4.0","5","4","5","5","4","5",NA,NA,Dec 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2662","4.0","4","4","4","4","4","5",NA,NA,Dec 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2663","4.0","4","3","3","3","3","5",NA,NA,Dec 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2664","3.0","2",NA,NA,NA,"3","5",NA,NA,Dec 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2665","4.0","4","4","3","3","4","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2666","5.0","5","5","4","5","5","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2667","5.0","5","5","4","5","5","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2668","4.0","3","3","4","3","2","4",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2669","3.0","3","4","3",NA,"3","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2670","4.0","4","5","4","4","4","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2671","4.0","4","5","5","5","4","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2672","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2673","2.0","2","5","2","5","3","5",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2674","4.0","4","3","4","3","4","4",NA,NA,Nov 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2675","4.0","4","4","4","4","3","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2676","5.0","5","5","5","5","5","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2677","5.0","5","5","4","5","5","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2678","4.0","4","5","4","5","4","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2679","4.0","5","4","5","4","5","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2680","3.0","3","3","3","2","2","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2681","4.0","4","4","3","4","4","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2682","4.0","5","4","4","4","4","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2683","4.0","3","4","5","4","4","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2684","4.0","5","5","3","5","5","5",NA,NA,Oct 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2685","4.0","5","5","4","4","4","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2686","5.0","5","5","4","5","5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2687","5.0","5","5","5","5","5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2688","5.0","5","5","5","5","5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2689","5.0","5","5","4",NA,"5","4",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2690","5.0","4",NA,"4",NA,"5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2691","4.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2692","5.0","5",NA,"5",NA,"5","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2693","4.0","5",NA,"3",NA,"3","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2694","4.0","3","3","4","4",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2695","5.0","5","4","5",NA,"4","5",NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2696","5.0","5","5","4","4",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2697","5.0","5","5","4","4",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2698","5.0","5","5","4","5",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2699","5.0","5","5","5","5",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2700","4.0","5","4","5","5",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2701","5.0","5","5","4","5",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2702","4.0","5","4","4","4",NA,NA,NA,NA,Sep 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2703","3.0","3","1","3","2",NA,NA,NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2704","5.0","5","5","3",NA,"5","5",NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2705","4.0","4","4","4",NA,"3","5",NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2706","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2707","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2708","4.0","5","3","5","5",NA,NA,NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2709","5.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2710","4.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
"2711","5.0","5","5","5","5",NA,NA,NA,NA,Aug 2011,"Omni Chicago Hotel","$186 - $404*","60611"
